School ID,Course,Year,School Name,City,Zip/Postal Code,School District,State/Province
240051001137,Bootup Foundational Computer Science,2020,JUDGE SYLVANIA W. WOODS SR. ELEMENTARY,Glenarden,20706,PRINCE GEORGE'S COUNTY PUBLIC SCHOOLS,MD 
240051001251,Bootup Foundational Computer Science,2020,ROBERT GODDARD MONTESSORI,Seabrook,20706,PRINCE GEORGE'S COUNTY PUBLIC SCHOOLS,MD 
240051000988,Bootup Foundational Computer Science,2020,BOND MILL ELEMENTARY,Laurel,20707,PRINCE GEORGE'S COUNTY PUBLIC SCHOOLS,MD 
240051001018,Bootup Foundational Computer Science,2020,DEERFIELD RUN ELEMENTARY,Laurel,20708,PRINCE GEORGE'S COUNTY PUBLIC SCHOOLS,MD 
240051001461,Bootup Foundational Computer Science,2020,WHITEHALL ELEMENTARY,Bowie,20715,PRINCE GEORGE'S COUNTY PUBLIC SCHOOLS,MD 
240051000997,Bootup Foundational Computer Science,2020,CAPITOL HEIGHTS ELEMENTARY,Capitol Heights,20743,PRINCE GEORGE'S COUNTY PUBLIC SCHOOLS,MD 
240051001723,Bootup Foundational Computer Science,2020,EDWARD M. FELEGY ES,Hyattsville,20782,PRINCE GEORGE'S COUNTY PUBLIC SCHOOLS,MD 
240051000965,Bootup Foundational Computer Science,2020,ADELPHI ELEMENTARY,Adelphi,20783,PRINCE GEORGE'S COUNTY PUBLIC SCHOOLS,MD 
240051001174,Bootup Foundational Computer Science,2020,THOMAS G. PULLEN SCHOOL,Landover,20785,PRINCE GEORGE'S COUNTY PUBLIC SCHOOLS,MD 
240018000520,Bootup Foundational Computer Science,2020,DENTON ELEMENTARY SCHOOL,Maryland,21629,CAROLINE COUNTY PUBLIC SCHOOLS,MD
240018000521,Bootup Foundational Computer Science,2020,FEDERALSBURG ELEMENTARY SCHOOL,Maryland,21632,CAROLINE COUNTY PUBLIC SCHOOLS,MD
240018000522,Bootup Foundational Computer Science,2020,GREENSBORO ELEMENTARY SCHOOL,Maryland,21639,CAROLINE COUNTY PUBLIC SCHOOLS,MD
240018000524,Bootup Foundational Computer Science,2020,PRESTON ELEMENTARY SCHOOL,Maryland,21655,CAROLINE COUNTY PUBLIC SCHOOLS,MD
240018000525,Bootup Foundational Computer Science,2020,RIDGELY ELEMENTARY SCHOOL,Maryland,21660,CAROLINE COUNTY PUBLIC SCHOOLS,MD
130174004006,Bootup Foundational Computer Science,2020,LEADERSHIP PREPARATORY ACADEMY,Georgia,30038,DEKALB COUNTY,GA
470159000491,Bootup Foundational Computer Science,2020,APISON ELEMENTARY SCHOOL,Apison,37302,HAMILTON COUNTY,TN 
470159000494,Bootup Foundational Computer Science,2020,BROWN MIDDLE SCHOOL,Harrison,37341,HAMILTON COUNTY,TN 
470159000506,Bootup Foundational Computer Science,2020,HARRISON ELEMENTARY,Harrison,37341,HAMILTON COUNTY,TN 
