Name,Rank,Year,Company Founding Year,Company Name,Company Relationship,Company Sector,Company Type,Age,Gender,Citizenship,Country of Residence,Region,Type Of Wealth,Net Worth In Billions,Wealth Category,Wealth Industry,Wealth Inherited
Wei Ing-Chou,931,2014,1991,Tingyi,founder,beverages and food,new,61,male,Taiwan,Taiwan,East Asia,founder non-finance,1.9,Traded Sectors,Consumer,not inherited
Wei Yin-Chun,931,2014,1991,Tingyi,founder,beverages and food,new,57,male,Taiwan,Taiwan,East Asia,founder non-finance,1.9,Traded Sectors,Consumer,not inherited
Wei Ying-Chiao,931,2014,1991,Tingyi,founder,beverages and food,new,59,male,Taiwan,Taiwan,East Asia,founder non-finance,1.9,Traded Sectors,Consumer,not inherited
Wei Yin-Heng,931,2014,1991,Tingyi,founder,beverages and food,new,55,male,Taiwan,Taiwan,East Asia,founder non-finance,1.9,Traded Sectors,Consumer,not inherited
Wolfgang Leitner,931,2014,1852,Andritz AG,president and ceo,processing machinary,new,60,male,Austria,AUT,Europe,executive,1.9,0,Other,not inherited
Ajay Kalsi,973,2014,1998,Indusgas,founder,gas,new,53,male,India,IND,South Asia,privatized and resources,1.9,Resource Related,Energy,not inherited
Ayman Asfari,973,2014,1981,Petrofac,Chief Executive,petrochemicals,new,55,male,United Kingdom,GBR,Europe,privatized and resources,1.9,Resource Related,Energy,not inherited
Diego Della Valle,973,2014,1920,Tod's,relation,leather,new,60,male,Italy,ITA,Europe,executive,1.9,Non-Traded Sectors,"Retail, Restaurant",not inherited
Hans-Werner Hector,973,2014,1972,SAP AG,founder,software,new,74,male,Germany,DEU,Europe,founder non-finance,1.9,New Sectors,Technology-Computer,not inherited
Kavitark Ram Shriram,973,2014,1998,Google,investor,venture capitalist,new,57,male,United States,USA,North America,self-made finance,1.9,Financial,Venture Capital,not inherited
Li Shufu,973,2014,1986,Geely Automobile,founder,automobiles,new,50,male,China,CHN,East Asia,founder non-finance,1.9,Traded Sectors,Consumer,not inherited
Li Zhongchu,973,2014,1995,Beijing Shiji Information Technology,founder,software,new,50,male,China,CHN,East Asia,founder non-finance,1.9,New Sectors,Technology-Computer,not inherited
Marc Ladreit de Lacharriere,973,2014,1991,FIMALAC,founder and CEO,financial services,new,73,male,France,FRA,Europe,self-made finance,1.9,Financial,Money Management,not inherited
Mitchell Goldhar,973,2014,1990,SmartCenters,owner,real estate,new,52,male,Canada,CAN,North America,self-made finance,1.9,Financial,Real Estate,not inherited
Rahul Bajaj,973,2014,1926,Bajaj Group,relation,automobiles,new,75,male,India,IND,South Asia,inherited,1.9,Traded Sectors,Consumer,3rd generation
Stewart Rahr,973,2014,1944,Kinray Inc,relation,pharmaceuticals,new,68,male,United States,USA,North America,executive,1.9,New Sectors,Technology-Medical,not inherited
Sun Piaoyang,973,2014,1970,Jiangsu Hengrui Medicine,chairman,pharmaceuticals,new,55,male,China,CHN,East Asia,executive,1.9,New Sectors,Technology-Medical,not inherited
Suna Kirac,973,2014,1926,Koc Holding,relation,"energy, retail, manufacturing",new,72,female,Turkey,TUR,Middle East/North Africa,inherited,1.9,Financial,Diversified financial,3rd generation
Tahir family,973,2014,1986,Mayapada Group,founder,banking and real estate,new,61,male,Indonesia,IDN,East Asia,self-made finance,1.9,Financial,Diversified financial,not inherited
Theodore Rachmat,973,2014,1998,Triputra Group,founder,"palm oil, mining",new,70,male,Indonesia,IDN,East Asia,self-made finance,1.9,Financial,Diversified financial,not inherited
Aras Agalarov,988,2014,1998,Crocus International,founder,trade fairs,new,58,male,Russia,RUS,Europe,self-made finance,1.8,Financial,Real Estate,not inherited
Arthur Blank,988,2014,1979,Home Depot,founder,retail,new,71,male,United States,USA,North America,founder non-finance,1.8,Non-Traded Sectors,"Retail, Restaurant",not inherited
Carlos Rodriguez-Pastor,988,2014,1994,Interbank Group,owner,banking,privatization,54,male,Peru,PER,Latin America,privatized and resources,1.8,Financial,Money Management,not inherited
Chao Teng-Hsiung,988,2014,1969,Farglory Land,founder,real estate,new,70,male,Taiwan,Taiwan,East Asia,self-made finance,1.8,Financial,Real Estate,not inherited
Che Fengsheng,988,2014,2001,Sihuan Pharmaceutical,founder,pharmaceuticals,new,51,male,China,CHN,East Asia,founder non-finance,1.8,New Sectors,Technology-Medical,not inherited
Chen Jinxia,988,2014,1994,Hunan Yongjin Group,relation,pharmaceuticals,new,45,female,China,CHN,East Asia,inherited,1.8,Financial,Diversified financial,spouse/widow
Chu Lam Yiu,988,2014,1990,Huabao International Holdings,founder and chairwoman,flavorings,new,44,female,Hong Kong,HKG,East Asia,founder non-finance,1.8,Traded Sectors,Consumer,not inherited
Craig McCaw,988,2014,1987,McCaw Cellular,founder,cell phones,new,64,male,United States,USA,North America,founder non-finance,1.8,Non-Traded Sectors,Media,not inherited
David Chow,988,2014,1997,Macau Legend,Chairman and Chief Executive Officer,casinos,new,64,male,Macau,MAC,East Asia,self-made finance,1.8,Financial,Real Estate,not inherited
Dinara Kulibaeva,988,2014,1923,Halyk Bank,owner,banking,privatization,46,female,Kazakhstan,KAZ,South Asia,privatized and resources,1.8,Financial,Money Management,not inherited
Elisabeth Badinter,988,2014,1926,Publicis Groupe,relation,advertising,new,70,female,France,FRA,Europe,inherited,1.8,Non-Traded Sectors,Media,father
Eric Lefkofsky,988,2014,2008,Groupon,founder,internet companies,new,44,male,United States,USA,North America,founder non-finance,1.8,New Sectors,Technology-Computer,not inherited
Filiz Sahenk,988,2014,1951,Dogus Holding,relation,"construction,banking",new,47,female,Turkey,TUR,Middle East/North Africa,inherited,1.8,Financial,Money Management,father
Gary Magness,988,2014,1968,TCI,relation,cable,new,60,male,United States,USA,North America,inherited,1.8,Non-Traded Sectors,Media,father
Gil Shwed,988,2014,1993,Check Point,founder,software,new,46,male,Israel,ISR,Middle East/North Africa,founder non-finance,1.8,New Sectors,Technology-Computer,not inherited
Glen Taylor,988,2014,1975,Taylor Corporation,founder,printing and electronics,aquired,72,male,United States,USA,North America,founder non-finance,1.8,Non-Traded Sectors,Media,not inherited
Glenn Dubin,988,2014,1992,Highbridge Capital Management,founder,hedge funds,new,56,male,United States,USA,North America,self-made finance,1.8,Financial,Hedge funds,not inherited
Guenther Lehmann,988,2014,1973,Drogeriemarkt,owner,retail,new,Unknown,male,Germany,DEU,Europe,executive,1.8,Non-Traded Sectors,"Retail, Restaurant",not inherited
"H. Ross Perot, Jr.",988,2014,1962,Electronic Data Systems,relation,data processing,new,55,male,United States,USA,North America,inherited,1.8,New Sectors,Technology-Computer,father
Irwin Jacobs,988,2014,1985,Qualcomm,founder,software,new,80,male,United States,USA,North America,founder non-finance,1.8,New Sectors,Technology-Computer,not inherited
Jaime Botin,988,2014,1857,Banco Santander,relation,banking,new,77,male,Spain,ESP,Europe,inherited,1.8,Financial,Money Management,3rd generation
Jennifer Pritzker,988,2014,1957,Hyatt,relation,hotels,aquired,62,female,United States,USA,North America,inherited,1.8,Financial,Real Estate,father
Jonathan Nelson,988,2014,1989,Providence Equity Partners,founder,private equity,new,57,male,United States,USA,North America,self-made finance,1.8,Financial,Private equity/leveraged buyout,not inherited
Kenneth Feld,988,2014,1967,Feld Entertainment,relation,entertainment,aquired,65,male,United States,USA,North America,inherited,1.8,Non-Traded Sectors,Media,father
Lim Oon Kuin,988,2014,1963,Hin Leong Trading,founder,oil trading,new,70,male,Singapore,SGP,East Asia,privatized and resources,1.8,Resource Related,Energy,not inherited
Linda Pritzker,988,2014,1957,Hyatt,relation,hotels,aquired,60,female,United States,USA,North America,inherited,1.8,Financial,Real Estate,father
Liu Baolin,988,2014,1985,Jointown Pharmaceutical Group,chairman,pharmaceuticals,new,60,male,China,CHN,East Asia,executive,1.8,New Sectors,Technology-Medical,not inherited
Lutz Mario Helmig,988,2014,1987,Helios Hospital Group,founder,hospitals,new,67,male,Germany,DEU,Europe,founder non-finance,1.8,New Sectors,Technology-Medical,not inherited
M.A. Yusuff Ali,988,2014,1973,EMKE Group (Lulu Hypermarket),relation,groceries,new,58,male,India,IND,South Asia,executive,1.8,Non-Traded Sectors,"Retail, Restaurant",not inherited
Neal Patterson,988,2014,1979,Cerner Corporation,founder,healthcare IT,new,64,male,United States,USA,North America,founder non-finance,1.8,New Sectors,Technology-Medical,not inherited
Nikolai Tsvetkov,988,2014,1993,Financial Corporation Uralsib,founder,banking,new,53,male,Russia,RUS,Europe,self-made finance,1.8,Financial,Money Management,not inherited
Polys Haji-Ioannou,988,2014,1995,EasyJet,owner,airplanes,new,55,male,Cyprus,CYP,Europe,executive,1.8,Non-Traded Sectors,"Retail, Restaurant",not inherited
Ravi Pillai,988,2014,1979,RP Group,chairman,construction,new,60,male,India,IND,South Asia,executive,1.8,Non-Traded Sectors,Constrution,not inherited
Rishad Naoroji,988,2014,1897,Godrej Group,relation,security,new,62,male,India,IND,South Asia,inherited,1.8,Traded Sectors,Consumer,3rd generation
Roberto Hernandez Ramirez,988,2014,1884,Banamex,former CEO,banking,aquired,71,male,Mexico,MEX,Latin America,self-made finance,1.8,Financial,Money Management,not inherited
Ronald Wanek,988,2014,1970,Ashley Furniture,founder,furniture,aquired,72,male,United States,USA,North America,founder non-finance,1.8,Traded Sectors,Consumer,not inherited
Stanley Perron,988,2014,1959,Hancock Prospecting,investor,mining,new,91,male,Australia,AUS,North America,self-made finance,1.8,Financial,Real Estate,not inherited
Sunny Varkey,988,2014,1959,GEMS Education,chairman,education,new,56,male,India,IND,South Asia,executive,1.8,0,Other,not inherited
Susan Hirt Hagen,988,2014,1925,Erie Indemnity,relation,insurance,new,77,female,United States,USA,North America,inherited,1.8,Financial,Money Management,father
Thomas Meyer,988,2014,1984,Desigual,founder,apparel retail,new,Unknown,male,Switzerland,CHE,Europe,founder non-finance,1.8,Traded Sectors,Consumer,not inherited
Timur Kulibaev,988,2014,1923,Halyk Bank,owner,banking,privatization,47,male,Kazakhstan,KAZ,South Asia,privatized and resources,1.8,Financial,Money Management,not inherited
Tiong Hiew King,988,2014,1976,Rimbunan Hijau Group,founder,timber,new,78,male,Malaysia,MYS,East Asia,privatized and resources,1.8,Resource Related,Mining and metals,not inherited
Tsai Cheng-da,988,2014,1962,Cathay Life Insurance,relation,financial services,new,Unknown,male,Taiwan,Taiwan,East Asia,inherited,1.8,Financial,Money Management,father
Wu Guangming,988,2014,1998,Jiangsu Yuyue Medical Equipment and Supply,founder,medical equipment,new,52,male,China,CHN,East Asia,founder non-finance,1.8,New Sectors,Technology-Medical,not inherited
Yasseen Mansour,988,2014,1952,Mansour Group,relation,automobiles,new,52,male,Egypt,EGY,Middle East/North Africa,inherited,1.8,Financial,Diversified financial,father
Yuri Milner,988,2014,1999,Digital Sky Technologies (Mail.ru),founder,venture capitalist,new,52,male,Russia,RUS,Europe,founder non-finance,1.8,New Sectors,Technology-Computer,not inherited
Zhang Zhirong,988,2014,2005,China Rongsheng,CEO,shipbuilding,new,45,male,Hong Kong,HKG,East Asia,executive,1.8,Traded Sectors,Non-consumer industrial,not inherited
Zhu Xingliang,988,2014,1994,Suzhou Gold Mantis,investor,construction,new,54,male,China,CHN,East Asia,executive,1.8,Non-Traded Sectors,Constrution,not inherited
Alain Bouchard,1036,2014,1980,Alimentation Couche-Tard,founder,retail,new,64,male,Canada,CAN,North America,founder non-finance,1.8,Non-Traded Sectors,"Retail, Restaurant",not inherited
Bill Adderley,1036,2014,1979,Dunelm,founder,furniture,new,66,male,United Kingdom,GBR,Europe,founder non-finance,1.8,Traded Sectors,Consumer,not inherited
David Nahmad,1036,2014,1960,Unknown,founder,art dealing,new,66,male,Monaco,MCO,Europe,founder non-finance,1.8,0,Other,not inherited
Gerald Schwartz,1036,2014,1983,Onex Corporation,founder,private equity,new,72,male,Canada,CAN,North America,self-made finance,1.8,Financial,Money Management,not inherited
Jayme Garfinkel,1036,2014,1945,Porto Seguro Seguros,Chairman and Chief Executive Officer,insurance,new,67,male,Brazil,BRA,Latin America,inherited,1.8,Financial,Money Management,father
John Brown,1036,2014,1941,Stryker Corporation,Chairman,medical supplies,new,79,male,United States,USA,North America,executive,1.8,New Sectors,Technology-Medical,not inherited
Judy Love,1036,2014,1964,Love's Travel Stops & Country Stores,founder,truck stops,new,Unknown,female,United States,USA,North America,founder non-finance,1.8,Non-Traded Sectors,"Retail, Restaurant",not inherited
Lynda Resnick,1036,2014,1934,"Teleflora, Pistachios, POM, Fij",owner,agriculture,aquired,Unknown,female,United States,USA,North America,executive,1.8,Traded Sectors,Consumer,not inherited
Marian Ilitch,1036,2014,1959,Little Ceasers Pizza,founder,restaurant,new,Unknown,female,United States,USA,North America,founder non-finance,1.8,Non-Traded Sectors,"Retail, Restaurant",not inherited
Michael Hintze,1036,2014,1999,CQS,founder,hedge funds,new,60,male,Australia,AUS,North America,self-made finance,1.8,Financial,Diversified financial,not inherited
Michael Ilitch,1036,2014,1959,Little Ceasers Pizza,founder,restaurant,new,Unknown,male,United States,USA,North America,founder non-finance,1.8,Non-Traded Sectors,"Retail, Restaurant",not inherited
Murdaya Poo,1036,2014,1988,Central Cipta Murdaya,founder,"timber, plantations",new,73,male,Indonesia,IDN,East Asia,privatized and resources,1.8,Financial,Diversified financial,not inherited
Prasert Prasarttong-Osoth,1036,2014,1969,Bangkok Dusit Medical Services,founder,hospitals,new,80,male,Thailand,THA,East Asia,self-made finance,1.8,Financial,Real Estate,not inherited
Shin Dong-Joo,1036,2014,1948,Lotte Group,relation,retail,new,60,male,South Korea,KOR,East Asia,inherited,1.8,Non-Traded Sectors,"Retail, Restaurant",father
Stewart Resnick,1036,2014,1934,"Teleflora, Pistachios, POM, Fij",owner,agriculture,aquired,Unknown,male,United States,USA,North America,executive,1.8,Traded Sectors,Consumer,not inherited
Tom Love,1036,2014,1964,Love's Travel Stops & Country Stores,founder,truck stops,new,Unknown,male,United States,USA,North America,founder non-finance,1.8,Non-Traded Sectors,"Retail, Restaurant",not inherited
Alexander Machkevich,1046,2014,1994,Eurasion natural Resources Corporation,founder,metals,new,60,male,Israel,ISR,Middle East/North Africa,privatized and resources,1.7,Resource Related,Mining and metals,not inherited
Alijan Ibragimov,1046,2014,1994,Eurasion natural Resources Corporation,founder,metals,new,60,male,Kazakhstan,KAZ,South Asia,privatized and resources,1.7,Resource Related,Mining and metals,not inherited
Andrei Kosogov,1046,2014,1989,Alfa Group,supervisory board or directors,oil,new,52,male,Russia,RUS,Europe,privatized and resources,1.7,Resource Related,Energy,not inherited
Arkady Volozh,1046,2014,1997,Yandex,founder,internet,new,50,male,Russia,RUS,Europe,founder non-finance,1.7,New Sectors,Technology-Computer,not inherited
Boris Rotenberg,1046,2014,1930,"SGM Group, Mostotrest, TPS Avia",owner,construction,"new, privitization",57,male,Russia,RUS,Europe,privatized and resources,1.7,Non-Traded Sectors,Constrution,not inherited
Chung Mong-Joon,1046,2014,1967,Hyundai,relation,cars,new,62,male,South Korea,KOR,East Asia,inherited,1.7,Traded Sectors,Consumer,father
Gabriel Escarrer,1046,2014,1956,Melia Hotels International,founder,hotels,new,79,male,Spain,ESP,Europe,founder non-finance,1.7,Non-Traded Sectors,"Retail, Restaurant",not inherited
Gavril Yushvaev,1046,2014,1992,Wimm-Bill-Dann,owner,dairy,new,56,male,Russia,RUS,Europe,privatized and resources,1.7,Resource Related,Mining and metals,not inherited
Huang Bingwen,1046,2014,1983,Shantou Dongfeng Printing,founder,printing,new,60,male,Australia,AUS,North America,founder non-finance,1.7,Non-Traded Sectors,Media,not inherited
Huang Li,1046,2014,1999,Wuhan Guide Infrared,founder,electronics,new,50,male,China,CHN,East Asia,founder non-finance,1.7,New Sectors,Technology-Computer,not inherited
Huang Wei,1046,2014,1993,Xinhu Zhongbao,president,real estate,new,54,male,China,CHN,East Asia,self-made finance,1.7,Financial,Real Estate,not inherited
Igor Altushkin,1046,2014,1997,Russian Copper Company,founder,metals,new,43,male,Russia,RUS,Europe,privatized and resources,1.7,Resource Related,Mining and metals,not inherited
Jeffrey Lorberbaum,1046,2014,1875,Mohawk Industries,Chairman and Chief Executive Officer,flooring,aquired,59,male,United States,USA,North America,executive,1.7,Traded Sectors,Consumer,not inherited
Joop van den Ende,1046,2014,1993,Endemol,founder,media,new,72,male,Netherlands,NLD,Europe,founder non-finance,1.7,Non-Traded Sectors,Media,not inherited
Katsumi Tada,1046,2014,1974,Daito Trust Construction,founder,real estate,new,68,male,Japan,JPN,East Asia,self-made finance,1.7,Financial,Real Estate,not inherited
Kerry Stokes,1046,2014,1958,Seven Canberra,investor,media,aquired,73,male,Australia,AUS,North America,executive,1.7,Non-Traded Sectors,Media,not inherited
Lee Joong-Keun,1046,2014,1983,Booyoung Group,founder,construction,new,73,male,South Korea,KOR,East Asia,founder non-finance,1.7,New Sectors,Technology-Computer,not inherited
Lee Myung-Hee,1046,2014,1930,Shinsegae Group,relation,electronics,subsidiary,70,female,South Korea,KOR,East Asia,inherited,1.7,Non-Traded Sectors,"Retail, Restaurant",father
Lin Xiucheng,1046,2014,2000,San'an Electronics,chairman,electronics,new,58,male,China,CHN,East Asia,executive,1.7,New Sectors,Technology-Computer,not inherited
Marc Lasry,1046,2014,1995,Avenue Capital Group,founder,hedge funds,new,53,male,United States,USA,North America,self-made finance,1.7,Financial,Hedge funds,not inherited
Martua Sitorus,1046,2014,1991,Wilmar International,founder,palm oil,new,54,male,Indonesia,IDN,East Asia,privatized and resources,1.7,Resource Related,Mining and metals,not inherited
N.R. Narayana Murthy,1046,2014,1981,Infosys,founder,software,new,67,male,India,IND,South Asia,founder non-finance,1.7,New Sectors,Technology-Computer,not inherited
Patokh Chodiev,1046,2014,1994,Eurasion natural Resources Corporation,founder,metals,new,61,male,Belgium,BEL,Europe,privatized and resources,1.7,Resource Related,Mining and metals,not inherited
Peter Peterson,1046,2014,1985,Blackstone Group,founder,private equity,new,87,male,United States,USA,North America,self-made finance,1.7,Financial,Money Management,not inherited
Pier Luigi Loro Piana,1046,2014,1924,Loro Piana,relation,clothing,new,62,male,Italy,ITA,Europe,inherited,1.7,Traded Sectors,Consumer,3rd generation
Ralph Sonnenberg,1046,2014,1919,Hunter Douglas Group,relation,architectural products,new,79,male,Netherlands,NLD,Europe,inherited,1.7,Traded Sectors,Consumer,father
Rolf Gerling,1046,2014,1904,Gerling Konzern,relation,insurance,new,59,male,Germany,DEU,Europe,inherited,1.7,Financial,Money Management,father
Shao Genhuo,1046,2014,1994,DBN Group,founder,agribusiness,new,48,male,China,CHN,East Asia,founder non-finance,1.7,Traded Sectors,Consumer,not inherited
Thomas Secunda,1046,2014,1981,Bloomberg,founder, finance, new,59,male,United States,USA,North America,founder non-finance,1.7,Non-Traded Sectors,Media,not inherited
Tony Tan Caktiong,1046,2014,1978,Jollibee,founder,restaurant,new,61,male,Philippines,PHL,East Asia,founder non-finance,1.7,Non-Traded Sectors,"Retail, Restaurant",not inherited
Wang Junmin,1046,2014,2000,Haisco Pharmaceutical Group,founder,pharmaceuticals,new,45,male,China,CHN,East Asia,founder non-finance,1.7,New Sectors,Technology-Medical,not inherited
Zhang Hongwei,1046,2014,2007,United Energy Group,chairman,oil,new,59,male,China,CHN,East Asia,self-made finance,1.7,Financial,Diversified financial,not inherited
Alfred Oetker,1078,2014,1891,Oetker-Gruppe,relation,retail,new,47,male,Germany,DEU,Europe,inherited,1.7,Traded Sectors,Consumer,4th generation
August Oetker,1078,2014,1891,Oetker-Gruppe,relation,retail,new,69,male,Germany,DEU,Europe,inherited,1.7,Traded Sectors,Consumer,4th generation
Bergit Douglas,1078,2014,1891,Oetker-Gruppe,relation,retail,new,67,female,Germany,DEU,Europe,inherited,1.7,Traded Sectors,Consumer,4th generation
Carl Ferdinand Oetker,1078,2014,1891,Oetker-Gruppe,relation,retail,new,41,male,Germany,DEU,Europe,inherited,1.7,Traded Sectors,Consumer,4th generation
Christian Oetker,1078,2014,1891,Oetker-Gruppe,relation,retail,new,65,male,Germany,DEU,Europe,inherited,1.7,Traded Sectors,Consumer,4th generation
Domenico Dolce,1078,2014,1987,Dolce & Gabbana,founder,fashion,new,55,male,Italy,ITA,Europe,founder non-finance,1.7,Traded Sectors,Consumer,not inherited
Edgar de Picciotto,1078,2014,1969,Union Bancaire Privee,founder,banking,new,84,male,Switzerland,CHE,Europe,self-made finance,1.7,Financial,Money Management,not inherited
Hoang Kieu,1078,2014,1980,RAAS,founder,pharmaceuticals,new,69,male,United States,USA,North America,founder non-finance,1.7,New Sectors,Technology-Medical,not inherited
Julia Oetker,1078,2014,1891,Oetker-Gruppe,relation,retail,new,35,female,Germany,DEU,Europe,inherited,1.7,Traded Sectors,Consumer,4th generation
Nelson Peltz,1078,2014,2005,Trian Fund Management,founder,investment banking,new,71,male,United States,USA,North America,self-made finance,1.7,Financial,Diversified financial,not inherited
Richard Oetker,1078,2014,1891,Oetker-Gruppe,relation,retail,new,63,male,Germany,DEU,Europe,inherited,1.7,Traded Sectors,Consumer,4th generation
Rosely Schweizer,1078,2014,1891,Oetker-Gruppe,relation,retail,new,73,female,Germany,DEU,Europe,inherited,1.7,Traded Sectors,Consumer,4th generation
Stefano Gabbana,1078,2014,1987,Dolce & Gabbana,founder,fashion,new,51,male,Italy,ITA,Europe,founder non-finance,1.7,Traded Sectors,Consumer,not inherited
Vladimir Kim,1078,2014,1930,Kazkhmys,investor,mining,privatization,53,male,Kazakhstan,KAZ,South Asia,privatized and resources,1.7,Resource Related,Mining and metals,not inherited
Achmad Hamami,1092,2014,1980,Trakindo Utama,founder,heavy equipment,new,83,male,Indonesia,IDN,East Asia,founder non-finance,1.6,Traded Sectors,Non-consumer industrial,not inherited
Alan Howard,1092,2014,2002,Brevan Howard Asset Management,founder,hedge funds,new,50,male,United Kingdom,GBR,Europe,self-made finance,1.6,Financial,Hedge funds,not inherited
Albert von Thurn und Taxis,1092,2014,1615,von Thurn and Taxis family,relation,"postal service, beverages",new,30,male,Germany,DEU,Europe,inherited,1.6,Financial,Diversified financial,5th generation or longer
Alfred James Clark,1092,2014,1906,Clark Enterprises,chairman,construction,aquired,86,male,United States,USA,North America,executive,1.6,Non-Traded Sectors,Constrution,not inherited
Andrea Della Valle,1092,2014,1920,Tod's,relation,leather,new,48,male,Italy,ITA,Europe,executive,1.6,Traded Sectors,Consumer,not inherited
Cao Kejian,1092,2014,1956,Zhejiang Kaishan Compressor,chairman,air compressors,privatization,51,male,China,CHN,East Asia,privatized and resources,1.6,Traded Sectors,Non-consumer industrial,not inherited
"Chase Coleman, III.",1092,2014,2000,Tiger Global Management,founder,hedge funds,new,38,male,United States,USA,North America,self-made finance,1.6,Financial,Hedge funds,not inherited
D. Leopoldo Del Pino y Calvo-Sotelo,1092,2014,1952,Ferrovial,relation,construction,new,52,male,Spain,ESP,Europe,inherited,1.6,Non-Traded Sectors,Constrution,father
David Einhorn,1092,2014,1996,Greenlight Capital,founder,hedge funds,new,45,male,United States,USA,North America,self-made finance,1.6,Financial,Hedge funds,not inherited
Denise Coates,1092,2014,2000,Bet365,founder,gambing,new,46,female,United Kingdom,GBR,Europe,founder non-finance,1.6,New Sectors,Technology-Computer,not inherited
Don Hankey,1092,2014,1954,Hankey Group,founder,"cars, finance",aquired,70,male,United States,USA,North America,self-made finance,1.6,Financial,Money Management,not inherited
Gao Dekang,1092,2014,1975,Bosideng International,chairman,apparel retail,new,62,male,China,CHN,East Asia,executive,1.6,Traded Sectors,Consumer,not inherited
Gary Burrell,1092,2014,1989,Garmin,founder,GPS technology,new,76,male,United States,USA,North America,founder non-finance,1.6,New Sectors,Technology-Computer,not inherited
Gu Wei,1092,2014,2005,Shenzhen MTC,chairman,electronics,new,49,male,China,CHN,East Asia,executive,1.6,Traded Sectors,Non-consumer industrial,not inherited
Hamilton James,1092,2014,1985,Blackstone Group,president,hedge funds,new,62,male,United States,USA,North America,self-made finance,1.6,Financial,Money Management,not inherited
Huang Shaowu,1092,2014,1998,Shenzhen Aisidi,founder,retail,new,43,male,China,CHN,East Asia,founder non-finance,1.6,Non-Traded Sectors,"Retail, Restaurant",not inherited
James Irsay,1092,2014,1953,Indianapolis Colts,relation,sports team,aquired,54,male,United States,USA,North America,inherited,1.6,0,Other,father
"Jim Justice, II.",1092,2014,1971,Bluestone Industries,relation,coal,new,62,male,United States,USA,North America,inherited,1.6,Resource Related,Mining and metals,father
"Joe Jamail, Jr.",1092,2014,1987,Unknown,lawyer,lawsuits,Unknown,88,male,United States,USA,North America,executive,1.6,0,Other,not inherited
Jon Stryker,1092,2014,1941,Stryker Corporation,relation,medical supplies,new,55,male,United States,USA,North America,inherited,1.6,New Sectors,Technology-Medical,3rd generation
Joyce Raley Teel,1092,2014,1935,Raley's,relation,groceries,new,83,female,United States,USA,North America,inherited,1.6,Non-Traded Sectors,"Retail, Restaurant",father
Julio Bozano,1092,2014,1960,Banco Bozano Simonsen,founder,banking,new,78,male,Brazil,BRA,Latin America,self-made finance,1.6,Financial,Money Management,not inherited
Karel Komarek,1092,2014,1995,KKCG Group,founder,oil and gas,new,44,male,Czech Republic,CZE,Europe,privatized and resources,1.6,Resource Related,Energy,not inherited
Lee Jay-Hyun,1092,2014,1953,CJ Group,relation,"food, entertainment",subsidiary,53,male,South Korea,KOR,East Asia,inherited,1.6,Non-Traded Sectors,Media,3rd generation
Liang Xinjun,1092,2014,1992,Fosun Group,founder,investment,new,46,male,China,CHN,East Asia,self-made finance,1.6,Financial,Diversified financial,not inherited
Louis Bacon,1092,2014,1989,Moore Capital Management,founder,hedge funds,new,55,male,United States,USA,North America,self-made finance,1.6,Financial,Hedge funds,not inherited
Mangal Prabhat Lodha,1092,2014,1980,Lodha Group,founder,real estate,new,58,male,India,IND,South Asia,self-made finance,1.6,Financial,Real Estate,not inherited
Mario Gabelli,1092,2014,1977,Gabelli Asset Management Company,founder,asset management,new,71,male,United States,USA,North America,self-made finance,1.6,Financial,Money Management,not inherited
Mehmet Sinan Tara,1092,2014,1957,Enka insaat ve Sanayi,relation,construction,new,55,male,Turkey,TUR,Middle East/North Africa,inherited,1.6,Non-Traded Sectors,Constrution,father
Patrick Ryan,1092,2014,1982,Aon Corporation,founder,risk management,new,76,male,United States,USA,North America,self-made finance,1.6,Financial,Money Management,not inherited
Pham Nhat Vuong,1092,2014,1993,Vingroup,founder,real estate,new,45,male,Vietnam,VNM,East Asia,self-made finance,1.6,Financial,Real Estate,not inherited
Phillip Ragon,1092,2014,1978,InterSystems,founder,software,new,64,male,United States,USA,North America,founder non-finance,1.6,New Sectors,Technology-Medical,not inherited
Pierre Papillaud,1092,2014,1990,Roxane,founder,bottled water,new,78,male,France,FRA,Europe,privatized and resources,1.6,Resource Related,Mining and metals,not inherited
Pollyanna Chu,1092,2014,1992,Kingston Financial,founder,investment,new,56,female,Hong Kong,HKG,East Asia,self-made finance,1.6,Financial,Money Management,not inherited
Ray Davis,1092,2014,1995,Energy Transfer Partners,ceo,gas pipeline,aquired,72,male,United States,USA,North America,executive,1.6,Traded Sectors,Non-consumer industrial,not inherited
Richard Elman,1092,2014,1989,Noble Group,chairman,commodities,new,74,male,United Kingdom,GBR,Europe,privatized and resources,1.6,Resource Related,Mining and metals,not inherited
Robert Miller UK,1092,2014,1963,Duty Free Shopping,founder,retail,new,76,male,United Kingdom,GBR,Europe,founder non-finance,1.6,Non-Traded Sectors,"Retail, Restaurant",not inherited
Roberto Angelini Rossi,1092,2014,1955,Angelini Group,relation,forestry and mining,new,65,male,Chile,CHL,Latin America,inherited,1.6,Resource Related,Mining and metals,father
Scott Cook,1092,2014,1983,Intuit,founder,software,new,61,male,United States,USA,North America,founder non-finance,1.6,New Sectors,Technology-Computer,not inherited
Simonpietro Salini,1092,2014,1936,Salini Impregilo,relation,construction,new,81,male,Italy,ITA,Europe,inherited,1.6,Non-Traded Sectors,Constrution,father
