Budget,Company,Country,Director,Genre,Gross,Name,Rating,Released,Runtime,Score,Star,Votes,Writer,Year
0,The Weinstein Company,UK,Laurence Dunmore,Drama,4835065,The Libertine,R,March,114,6.4,Johnny Depp,32405,Stephen Jeffreys,2004
23000000,Lions Gate Films,UK,Kevin Spacey,Biography,6318709,Beyond the Sea,PG-13,December,118,6.7,Kevin Spacey,13453,Kevin Spacey,2004
15000000,Fine Line Features,USA,John Waters,Comedy,1339668,A Dirty Shame,NC-17,September,89,5.1,Tracey Ullman,11124,John Waters,2004
30000000,Warner Bros.,USA,Dennie Gordon,Comedy,14018364,New York Minute,PG,May,100,4.9,Mary-Kate Olsen,18830,Emily Fox,2004
30000000,Regency Enterprises,USA,Forest Whitaker,Comedy,9055010,First Daughter,PG,September,100,5,Katie Holmes,18324,Jessica Bendinger,2004
18000000,Movision,USA,Michael Radford,Drama,3765585,The Merchant of Venice,R,February,131,7.1,Al Pacino,31158,William Shakespeare,2004
20000000,New Line Cinema,UK,Jonathan Glazer,Drama,5005883,Birth,R,October,100,6.1,Nicole Kidman,31210,Jean-Claude Carrière,2004
5000000,Canal+ España,Spain,Pedro Almodóvar,Crime,5211842,Bad Education,NC-17,February,106,7.5,Gael García Bernal,48212,Pedro Almodóvar,2004
60000000,Paramount Pictures,UK,Charles Shyer,Comedy,13399812,Alfie,R,November,103,6.2,Jude Law,45684,Bill Naughton,2004
0,Apocalypso Pictures,UK,Pawel Pawlikowski,Drama,992238,My Summer of Love,R,July,86,6.8,Natalie Press,17239,Helen Cross,2004
7000000,Pathé Pictures International,UK,Gurinder Chadha,Comedy,6601079,Bride & Prejudice,PG-13,March,111,6.2,Martin Henderson,18188,Jane Austen,2004
50000000,Shangri-La Entertainment,USA,George Armitage,Comedy,6471394,The Big Bounce,PG-13,January,88,4.9,Owen Wilson,16502,Elmore Leonard,2004
26000000,Dylan Sellers Productions,USA,Kevin Allen,Action,23222861,Agent Cody Banks 2: Destination London,PG,March,100,4.5,Frankie Muniz,12029,Jeffrey Jurgensen,2004
0,Lions Gate Entertainment,USA,Omar Naim,Action,548039,The Final Cut,PG-13,October,95,6.2,Robin Williams,28056,Omar Naim,2004
50000000,Miramax,USA,Peter Chelsom,Comedy,57890460,Shall We Dance,PG-13,October,106,6.1,Richard Gere,37878,Masayuki Suo,2004
107000000,Touchstone Pictures,USA,John Lee Hancock,Drama,22414961,The Alamo,PG-13,April,137,6,Dennis Quaid,17664,Leslie Bohem,2004
55000000,Touchstone Pictures,USA,Jay Russell,Action,74541707,Ladder 49,PG-13,October,115,6.5,Joaquin Phoenix,50406,Lewis Colick,2004
25000000,Screen Gems,USA,Dwight H. Little,Action,32238923,Anacondas: The Hunt for the Blood Orchid,PG-13,August,97,4.6,Morris Chestnut,23961,Hans Bauer,2004
50000000,Touchstone Pictures,USA,Garry Marshall,Comedy,37486138,Raising Helen,PG-13,May,119,6,Kate Hudson,32370,Patrick J. Clifton,2004
0,Vega Film,France,Christophe Barratier,Drama,3635164,The Chorus,PG-13,March,97,7.9,Gérard Jugnot,47812,Georges Chaperot,2004
0,Dash Films,USA,Nicole Kassell,Drama,40601,The Woodsman,R,January,87,7.2,Kevin Bacon,28874,Steven Fechter,2004
0,Olga Film GmbH,Germany,Dennis Gansel,Drama,144065,Before the Fall,Not specified,January,117,7.4,Max Riemelt,11986,Dennis Gansel,2004
20000000,ApolloMedia Distribution,Germany,Bob Clark,Comedy,9109322,Superbabies: Baby Geniuses 2,PG,August,88,2,Jon Voight,26818,Steven Paul,2004
0,Bandai Visual Company,Japan,Mamoru Oshii,Animation,1043896,Ghost in the Shell 2: Innocence,PG-13,September,100,7.6,Akio Ôtsuka,30980,Shirow Masamune,2004
40000000,DreamWorks,USA,Barry Levinson,Comedy,12181484,Envy,PG-13,April,99,4.8,Ben Stiller,27466,Steve Adams,2004
40000000,Nine Yards Two Productions,USA,Howard Deutch,Comedy,16323969,The Whole Ten Yards,PG-13,April,98,5.5,Bruce Willis,48262,Mitchell Kapner,2004
20000000,Metro-Goldwyn-Mayer (MGM),UK,Irwin Winkler,Biography,13337299,De-Lovely,PG-13,August,125,6.6,Kevin Kline,10018,Jay Cocks,2004
0,Lions Gate Films,USA,Shainee Gabel,Drama,159171,A Love Song for Bobby Long,R,January,119,7.2,Scarlett Johansson,23027,Ronald Everett Capps,2004
4200000,Bazelevs Production,Russia,Timur Bekmambetov,Action,1487477,Night Watch,R,March,114,6.5,Konstantin Khabenskiy,48808,Timur Bekmambetov,2004
7000000,Yash Raj Films,India,Yash Chopra,Drama,2921738,Veer-Zaara,NOT RATED,November,192,7.9,Shah Rukh Khan,39916,Aditya Chopra,2004
50000000,Paramount Pictures,Germany,Philip Kaufman,Crime,25195050,Twisted,R,February,97,5.2,Ashley Judd,18006,Sarah Thorp,2004
0,Pathé,France,Jean-Jacques Annaud,Adventure,18947630,Two Brothers,PG,June,109,7.1,Guy Pearce,12650,Alain Godard,2004
110000000,Walt Disney Pictures,USA,Will Finn,Animation,50030461,Home on the Range,PG,April,76,5.4,Judi Dench,15266,Will Finn,2004
0,Above All Things Inc.,USA,Asia Argento,Drama,29058,The Heart Is Deceitful Above All Things,R,January,98,6.6,Asia Argento,5569,Laura Albert,2004
26000000,Not specified,USA,Paul Weitz,Comedy,45489752,In Good Company,PG-13,January,100,6.5,Dennis Quaid,50314,Paul Weitz,2004
26000000,Twentieth Century Fox Film Corporation,USA,Joel Zwick,Comedy,48116322,Fat Albert,PG,December,93,4.3,Kenan Thompson,9859,Bill Cosby,2004
0,Hart-Sharp Entertainment,USA,Dylan Kidd,Comedy,175408,P.S.,R,February,97,6.3,Laura Linney,5299,Helen Schulman,2004
12000000,Fox Searchlight Pictures,USA,Christopher Erskin,Comedy,31179516,Johnson Family Vacation,PG-13,April,97,4.4,Cedric the Entertainer,6299,Todd R. Jones,2004
0,Focus Features,USA,Tod Williams,Comedy,3835551,The Door in the Floor,R,August,111,6.7,Jeff Bridges,13913,John Irving,2004
0,Red Carpet Productions,Australia,Cate Shortland,Drama,92214,Amor o sexo,NOT RATED,September,106,6.8,Abbie Cornish,6621,Cate Shortland,2004
5000000,Motion Picture Corporation of America (MPCA),USA,Mick Garris,Horror,101107,Riding the Bullet,R,February,100,5.2,Jonathan Jackson,7968,Mick Garris,2004
0,Applause Pictures,Hong Kong,Fruit Chan,Horror,75829,Three... Extremes,R,August,118,7,Bai Ling,16728,Haruko Fukushima,2004
19250000,Franchise Pictures,Germany,David Mamet,Action,4434432,Spartan,R,March,102,6.6,Val Kilmer,27340,David Mamet,2004
0,Remstar Productions,UK,John Duigan,Drama,398278,Head in the Clouds,R,July,121,6.6,Charlize Theron,13138,John Duigan,2004
0,Bobby Jones Films LLC,USA,Rowdy Herrington,Biography,2694071,Bobby Jones: Stroke of Genius,PG,April,129,6.7,Jim Caviezel,3364,Rowdy Herrington,2004
0,Gemini Films,France,Christophe Honoré,Drama,70395,Ma mère,NC-17,August,110,5.1,Isabelle Huppert,5331,Georges Bataille,2004
28000000,Deep River Productions,Ireland,Peter Howitt,Comedy,17848322,Las leyes de atracción,PG-13,April,90,5.9,Pierce Brosnan,19776,Aline Brosh McKenna,2004
3000000,HBO Films,Colombia,Joshua Marston,Crime,6517198,Maria Full of Grace,R,August,101,7.5,Catalina Sandino Moreno,31546,Joshua Marston,2004
0,Huit et Demi Productions,France,Ziad Doueiri,Crime,121166,Lila Says,R,February,89,7,Vahina Giocante,4054,Chimo,2004
8000000,40 Acres & A Mule Filmworks,USA,Spike Lee,Comedy,365134,She Hate Me,R,July,138,5.3,Anthony Mackie,6600,Michael Genet,2004
0,Claussen & Wöbke Filmproduktion GmbH,Germany,Marco Kreuzpaintner,Comedy,95016,Summer Storm,R,September,98,7.4,Robert Stadlober,11810,Thomas Bahmann,2004
0,Pathé Pictures International,UK,Danny Boyle,Comedy,6583149,Millions,PG-13,April,98,6.9,Alex Etel,22743,Frank Cottrell Boyce,2004
6000000,Bob Yari Productions,USA,David Duchovny,Comedy,371081,House of D,PG-13,April,96,7,David Duchovny,7919,David Duchovny,2004
0,Mid Day Multimedia Limited,India,Anurag Kashyap,Crime,34000,Black Friday,NOT RATED,February,143,8.6,Kay Kay Menon,13141,Anurag Kashyap,2004
35000000,Revolution Studios,USA,Nick Hurran,Comedy,20422207,Little Black Book,PG-13,August,111,5.3,Brittany Murphy,15844,Melissa Carter,2004
0,Fox Searchlight Pictures,USA,Woody Allen,Comedy,3825351,Melinda and Melinda,PG-13,April,99,6.5,Will Ferrell,28468,Woody Allen,2004
0,True West Films,UK,Michael Dowse,Biography,120620,It's All Gone Pete Tong,R,May,90,7.4,Paul Kaye,17570,Michael Dowse,2004
11000000,Les Films Alain Sarde,UK,Mike Leigh,Crime,3753806,Vera Drake,R,February,125,7.7,Imelda Staunton,21213,Mike Leigh,2004
0,UK Film Council,UK,Charles Dance,Drama,6759422,Ladies in Lavender,PG-13,May,104,7.1,Judi Dench,8937,William J. Locke,2004
0,United Artists,USA,David Gordon Green,Drama,24947,Undertow,R,December,108,6.7,Jamie Bell,7587,Lingard Jervey,2004
0,Sonet Film AB,Sweden,Kay Pollak,Comedy,9910,As It Is in Heaven,Not specified,September,133,7.6,Michael Nyqvist,14388,Anders Nyberg,2004
6500000,Eulogy Productions LLC,USA,Michael Clancy,Comedy,70527,Eulogy,R,September,91,6.7,Ray Romano,7932,Michael Clancy,2004
26000000,Twentieth Century Fox Film Corporation,USA,Donald Petrie,Comedy,14469428,Welcome to Mooseport,PG-13,February,110,5.2,Gene Hackman,11058,Doug Richardson,2004
0,Ashutosh Gowariker Productions Pvt. Ltd.,India,Ashutosh Gowariker,Drama,1223240,Swades,NOT RATED,December,195,8.3,Shah Rukh Khan,66309,M.G. Sathya,2004
0,Destination Films,USA,Alice Wu,Comedy,1186323,Saving Face,R,June,91,7.5,Joan Chen,8312,Alice Wu,2004
27000000,Paramount Pictures,UK,E. Elias Merhige,Crime,8725813,Suspect Zero,R,August,100,5.9,Aaron Eckhart,17171,Zak Penn,2004
50000,Ariztical Entertainment,USA,Q. Allan Brocka,Comedy,155212,Eating Out,UNRATED,February,90,5.9,Scott Lunsford,5354,Q. Allan Brocka,2004
0,Pathé Pictures International,UK,Shona Auerbach,Drama,1340891,Dear Frankie,PG-13,April,105,7.8,Emily Mortimer,19530,Andrea Gibb,2004
0,Pathé Pictures International,UK,Roger Michell,Drama,358262,Enduring Love,R,November,100,6.4,Rhys Ifans,9152,Ian McEwan,2004
25000000,Lions Gate Films,Canada,Nick Hamm,Drama,14379751,Godsend,PG-13,April,102,4.8,Robert De Niro,23154,Mark Bomback,2004
0,Fox Searchlight Pictures,Germany,Pieter Jan Brugge,Drama,5763875,The Clearing,R,July,95,5.9,Robert Redford,12195,Pieter Jan Brugge,2004
0,New Line Cinema,USA,Robert Harmon,Action,367027,Highwaymen,R,February,80,5.7,Jim Caviezel,7657,Craig Mitchell,2004
0,Alliance Atlantis Communications,Canada,Michael McGowan,Comedy,795126,Saint Ralph,PG-13,May,98,7.6,Adam Butcher,5291,Michael McGowan,2004
0,WT2 Productions,UK,Damien O'Donnell,Comedy,21864,Rory O'Shea Was Here,R,October,104,7.9,James McAvoy,12466,Jeffrey Caine,2004
18000000,Metro-Goldwyn-Mayer (MGM),USA,Kevin Rodney Sullivan,Comedy,65111277,Barbershop 2: Back in Business,PG-13,February,106,5.7,Ice Cube,11281,Mark Brown,2004
18000000,Serendipity Point Films,Canada,István Szabó,Comedy,7739049,"Julia, una mujer seductora",R,February,104,7,Annette Bening,11052,W. Somerset Maugham,2004
0,Mij Film Co.,Iran,Bahman Ghobadi,Drama,256822,Turtles Can Fly,PG-13,February,98,8.1,Soran Ebrahim,14720,Bahman Ghobadi,2004
3000000,Front Street Pictures,USA,John Curran,Drama,2037545,We Don't Live Here Anymore,R,September,101,6.3,Mark Ruffalo,8531,Andre Dubus,2004
0,Beyond Films,UK,Mike Barker,Drama,223144,A Good Woman,PG,May,93,6.5,Helen Hunt,10196,Oscar Wilde,2004
0,Jet Tone Films,USA,Michelangelo Antonioni,Drama,188248,Eros,R,December,104,6,Li Gong,5387,Kar-Wai Wong,2004
1000000,Kim Ki-Duk Film,South Korea,Ki-duk Kim,Crime,238507,3-Iron,R,April,88,8.1,Seung-yeon Lee,41640,Ki-duk Kim,2004
30000000,Touchstone Pictures,USA,Charles Stone III,Comedy,21800302,Mr 3000,PG-13,September,104,5.5,Bernie Mac,12740,Eric Champnella,2004
0,La Parti Productions,Belgium,Fabrice du Welz,Horror,2623,Calvaire,NOT RATED,March,88,6.2,Laurent Lucas,10084,Romain Protat,2004
0,Lions Gate Films,UK,Richard Eyre,Drama,776691,Stage Beauty,R,October,106,7.2,Billy Crudup,9141,Jeffrey Hatcher,2004
0,Extra Large Pictures,USA,Todd Solondz,Comedy,553368,Palindromes,NOT RATED,January,100,6.8,Jennifer Jason Leigh,11133,Todd Solondz,2004
12000000,Lucky 7 Productions LLC,UK,Mick Davis,Biography,195378,Modigliani,R,September,128,7.4,Andy Garcia,9098,Mick Davis,2004
45000000,DreamWorks,USA,Mike Mitchell,Comedy,11663156,Surviving Christmas,PG-13,October,91,5.3,Ben Affleck,18771,Deborah Kaplan,2004
20000000,Universal Pictures,USA,Michael Lembeck,Comedy,8054280,Connie and Carla,PG-13,April,108,6.3,Nia Vardalos,7171,Nia Vardalos,2004
0,Bandai Visual Company,Japan,Katsuhiro Ôtomo,Animation,410388,Steamboy,PG-13,March,126,6.9,Anna Paquin,14575,Sadayuki Murai,2004
6500000,Hart-Sharp Entertainment,USA,Michael Mayer,Drama,1029872,A Home at the End of the World,R,October,97,6.8,Colin Farrell,12420,Michael Cunningham,2004
20000000,4 Kids Entertainment,Japan,Hatsuki Tsuji,Animation,19762690,Yu-Gi-Oh!: The Movie,PG,August,100,4.6,Dan Green,6776,Masahiro Hikokubo,2004
40000000,Rent Productions LLC,USA,Chris Columbus,Drama,29077547,Rent,PG-13,November,135,7,Taye Diggs,43683,Stephen Chbosky,2005
150000000,Warner Bros.,USA,Tim Burton,Adventure,206459076,Charlie and the Chocolate Factory,PG,July,115,6.7,Johnny Depp,350762,Roald Dahl,2005
150000000,Warner Bros.,UK,Mike Newell,Adventure,290013036,Harry Potter and the Goblet of Fire,PG-13,November,157,7.7,Daniel Radcliffe,429209,Steve Kloves,2005
150000000,Warner Bros.,USA,Christopher Nolan,Action,206852432,Batman Begins,PG-13,June,152,8.3,Christian Bale,1075968,Bob Kane,2005
40000000,Universal Pictures,USA,Joss Whedon,Action,25514517,Serenity,PG-13,September,119,7.9,Nathan Fillion,255155,Joss Whedon,2005
54000000,Warner Bros.,USA,James McTeigue,Action,70511035,V for Vendetta,R,March,132,8.2,Hugo Weaving,867117,Lilly Wachowski,2005
40000000,Dimension Films,USA,Frank Miller,Crime,74103820,Sin City,R,April,124,8,Mickey Rourke,690034,Frank Miller,2005
28000000,Focus Features,France,Joe Wright,Drama,38405088,Pride & Prejudice,PG,November,129,7.8,Keira Knightley,209548,Jane Austen,2005
50000000,Touchstone Pictures,UK,Garth Jennings,Adventure,51085416,The Hitchhiker's Guide to the Galaxy,PG,April,109,6.8,Martin Freeman,165212,Douglas Adams,2005
14000000,Focus Features,USA,Ang Lee,Drama,83043761,Brokeback Mountain,R,January,134,7.7,Jake Gyllenhaal,276758,Annie Proulx,2005
40000000,New Line Cinema,USA,David Dobkin,Comedy,209218368,Wedding Crashers,R,July,119,7,Owen Wilson,295346,Steve Faber,2005
180000000,Walt Disney Pictures,USA,Andrew Adamson,Adventure,291709845,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",PG,December,143,6.9,Tilda Swinton,310549,Ann Peacock,2005
82000000,Paramount Pictures,USA,Peter Segal,Comedy,158119460,The Longest Yard,PG-13,May,113,6.4,Adam Sandler,139788,Albert S. Ruddy,2005
4800000,Hostel LLC,USA,Eli Roth,Horror,47326473,Hostel,R,January,94,5.9,Jay Hernandez,147832,Eli Roth,2005
130000000,Twentieth Century Fox Film Corporation,USA,Ridley Scott,Action,47398413,Kingdom of Heaven,R,May,144,7.2,Orlando Bloom,232742,William Monahan,2005
113000000,Lucasfilm,USA,George Lucas,Action,380262555,Star Wars: Episode III - Revenge of the Sith,PG-13,May,140,7.6,Hayden Christensen,570398,George Lucas,2005
132000000,Paramount Pictures,USA,Steven Spielberg,Adventure,234280354,War of the Worlds,PG-13,June,116,6.5,Tom Cruise,357995,Josh Friedman,2005
100000000,Warner Bros.,USA,Francis Lawrence,Drama,75976178,Constantine,R,February,121,6.9,Keanu Reeves,253723,Jamie Delano,2005
43000000,Twentieth Century Fox Film Corporation,Canada,Rob Bowman,Action,24409722,Elektra,PG-13,January,97,4.8,Jennifer Garner,75843,Mark Steven Johnson,2005
28000000,Fox 2000 Pictures,USA,James Mangold,Biography,119519402,Walk the Line,PG-13,November,136,7.9,Joaquin Phoenix,198923,Johnny Cash,2005
0,Celador Films,UK,Neil Marshall,Adventure,26024456,The Descent,R,August,99,7.2,Shauna Macdonald,167959,Neil Marshall,2005
19000000,Metro-Goldwyn-Mayer (MGM),USA,Andrew Douglas,Drama,65233369,The Amityville Horror,R,April,90,6,Ryan Reynolds,91483,Scott Kosar,2005
70000000,Columbia Pictures Corporation,USA,Andy Tennant,Comedy,179495555,Hitch,PG-13,February,118,6.6,Will Smith,259673,Kevin Bisch,2005
207000000,Universal Pictures,New Zealand,Peter Jackson,Action,218080025,King Kong,PG-13,December,187,7.2,Naomi Watts,340976,Fran Walsh,2005
26000000,Universal Pictures,USA,Judd Apatow,Comedy,109449237,The 40-Year-Old Virgin,R,August,116,7.1,Steve Carell,334507,Judd Apatow,2005
120000000,Regency Enterprises,USA,Doug Liman,Action,186336279,Mr. & Mrs. Smith,PG-13,June,120,6.5,Brad Pitt,379073,Simon Kinberg,2005
4000000,Twisted Pictures,USA,Darren Lynn Bousman,Horror,87039965,Saw II,R,October,93,6.6,Donnie Wahlberg,201006,Leigh Whannell,2005
1500000,Samuel Goldwyn Films,USA,Noah Baumbach,Comedy,7362100,The Squid and the Whale,R,December,81,7.4,Owen Kline,64252,Noah Baumbach,2005
7000000,Lions Gate Films,USA,Rob Zombie,Crime,17044981,The Devil's Rejects,R,July,107,6.9,Sid Haig,80744,Rob Zombie,2005
40000000,Warner Bros.,USA,Tim Burton,Animation,53359111,Corpse Bride,PG,September,77,7.4,Johnny Depp,205383,Tim Burton,2005
35000000,Walt Disney Pictures,USA,Mike Mitchell,Adventure,63946815,Sky High,PG,July,100,6.2,Kurt Russell,66438,Paul Hernandez,2005
126000000,DreamWorks,USA,Michael Bay,Action,35818913,The Island,PG-13,July,136,6.9,Scarlett Johansson,275721,Caspian Tredwell-Owen,2005
15000000,Gold Circle Films,USA,Clare Kilner,Comedy,31726995,The Wedding Date,PG-13,February,90,6.1,Dermot Mulroney,41497,Elizabeth Young,2005
0,Baker Street,USA,Lexi Alexander,Crime,344095,Green Street Hooligans,R,November,109,7.5,Elijah Wood,125881,Lexi Alexander,2005
88000000,Universal Pictures,USA,Ron Howard,Biography,61649911,Cinderella Man,PG-13,June,144,8,Russell Crowe,156991,Cliff Hollingsworth,2005
72000000,Universal Pictures,USA,Sam Mendes,Action,62658220,Jarhead,R,November,125,7,Jake Gyllenhaal,152251,William Broyles Jr.,2005
70000000,DreamWorks,France,Steven Spielberg,Crime,47403685,Munich,R,January,164,7.6,Eric Bana,186355,Tony Kushner,2005
53000000,Metro-Goldwyn-Mayer (MGM),USA,F. Gary Gray,Comedy,56046979,Be Cool,PG-13,March,118,5.7,John Travolta,61786,Elmore Leonard,2005
52000000,Miramax,USA,Florent-Emilio Siri,Action,34639939,Hostage,R,March,113,6.6,Bruce Willis,97552,Robert Crais,2005
32000000,New Line Cinema,USA,David Cronenberg,Crime,31493782,A History of Violence,R,September,96,7.5,Viggo Mortensen,198947,John Wagner,2005
100000000,Twentieth Century Fox Film Corporation,USA,Tim Story,Action,154696080,Fantastic Four,PG-13,July,106,5.7,Ioan Gruffudd,280250,Mark Frost,2005
15000000,BBC Films,UK,Woody Allen,Drama,23089926,Match Point,R,January,124,7.7,Scarlett Johansson,178918,Woody Allen,2005
65000000,Columbia Pictures Corporation,USA,Jon Favreau,Action,29258869,Zathura: A Space Adventure,PG,November,101,6.1,Josh Hutcherson,74238,Chris Van Allsburg,2005
25000000,Universal Pictures,USA,Kirk Jones,Comedy,47144110,Nanny McPhee,PG,January,97,6.6,Emma Thompson,55077,Emma Thompson,2005
75000000,DreamWorks Animation,USA,Eric Darnell,Animation,193595521,Madagascar,PG,May,86,6.9,Chris Rock,294387,Mark Burton,2005
50000000,Warner Bros.,USA,Jay Chandrasekhar,Action,80270227,The Dukes of Hazzard,PG-13,August,104,5.1,Seann William Scott,68938,John O'Brien,2005
50000000,Entertainment Manufacturing Company,USA,Andrew Niccol,Crime,24149632,Lord of War,R,September,122,7.6,Nicolas Cage,261701,Andrew Niccol,2005
950000,Lions Gate Films,USA,David Slade,Crime,1007962,Hard Candy,R,April,104,7.1,Patrick Wilson,138885,Brian Nelson,2005
55000000,Touchstone Pictures,USA,Robert Schwentke,Drama,89707299,Flightplan,PG-13,September,98,6.2,Jodie Foster,134241,Peter A. Dowling,2005
85000000,Columbia Pictures Corporation,USA,Rob Marshall,Drama,57490508,Memoirs of a Geisha,PG-13,December,145,7.4,Ziyi Zhang,124833,Robin Swicord,2005
20000000,Screen Gems,USA,Scott Derrickson,Drama,75072454,The Exorcism of Emily Rose,PG-13,September,119,6.7,Laura Linney,103356,Paul Harris Boardman,2005
30000000,New Line Cinema,USA,Terrence Malick,Biography,12712093,The New World,PG-13,January,135,6.7,Colin Farrell,74644,Terrence Malick,2005
30000000,Warner Bros.,Australia,Jaume Collet-Serra,Horror,32064800,La casa de cera,R,May,108,5.3,Chad Michael Murray,100354,Charles Belden,2005
60000000,Twentieth Century Fox Film Corporation,USA,Adam Shankman,Adventure,82571173,Cheaper by the Dozen 2,PG,December,94,5.5,Steve Martin,46237,Sam Harper,2005
45000000,Paramount Pictures,USA,John Singleton,Action,74494381,Four Brothers,R,August,109,6.9,Mark Wahlberg,117043,David Elliot,2005
50000000,Dimension Films,USA,Robert Rodriguez,Action,39177684,The Adventures of Sharkboy and Lavagirl 3-D,PG,June,93,3.5,Cayden Boyd,22677,Robert Rodriguez,2005
15000000,Warner Bros.,USA,Shane Black,Comedy,4243756,Kiss Kiss Bang Bang,R,November,103,7.6,Robert Downey Jr.,188313,Brett Halliday,2005
3000000,Eden Rock Media,USA,Rob McKittrick,Comedy,16124543,Waiting...,R,October,94,6.8,Ryan Reynolds,79505,Rob McKittrick,2005
88000000,Dimension Films,USA,Terry Gilliam,Adventure,37916267,The Brothers Grimm,PG-13,August,118,5.9,Matt Damon,103728,Ehren Kruger,2005
62000000,Paramount Pictures,USA,Karyn Kusama,Action,25857987,Æon Flux,PG-13,December,93,5.5,Charlize Theron,114477,Phil Hay,2005
25000000,Alcon Entertainment,USA,Ken Kwapis,Comedy,39008741,The Sisterhood of the Traveling Pants,PG,June,119,6.5,Amber Tamblyn,47742,Ann Brashares,2005
60000000,Columbia Pictures Corporation,USA,Lee Tamahori,Action,26873932,xXx: State of the Union,PG-13,April,101,4.4,Ice Cube,58727,Rich Wilkes,2005
0,Touchstone Pictures,USA,Lasse Hallström,Adventure,11294832,Casanova,R,January,112,6.5,Heath Ledger,46586,Jeffrey Hatcher,2005
26000000,DreamWorks,USA,Wes Craven,Mystery,57891803,Red Eye,PG-13,August,85,6.5,Rachel McAdams,99003,Carl Ellsworth,2005
75000000,Twentieth Century Fox Animation,USA,Chris Wedge,Animation,128200012,Robots,PG,March,91,6.3,Ewan McGregor,111639,Ron Mita,2005
0,Inferno Distribution,Germany,Roger Kumble,Comedy,32619671,Just Friends,PG-13,November,96,6.2,Ryan Reynolds,88269,Adam 'Tex' Davis,2005
58000000,DreamWorks,USA,Mark Waters,Comedy,48318130,Just Like Heaven,PG-13,September,95,6.7,Reese Witherspoon,87397,Peter Tolan,2005
475000,Bergman Lustig Productions,USA,Rian Johnson,Action,2060589,Brick,R,April,110,7.4,Joseph Gordon-Levitt,89353,Rian Johnson,2005
75000000,Columbia Pictures,USA,Martin Campbell,Action,46464023,The Legend of Zorro,PG,October,129,5.9,Antonio Banderas,77748,Roberto Orci,2005
30000000,Coach Carter,USA,Thomas Carter,Biography,67264877,Coach Carter,PG-13,January,136,7.3,Samuel L. Jackson,100602,Mark Schwahn,2005
50000000,Walt Disney Pictures,USA,Angela Robinson,Adventure,66023816,Herbie Fully Loaded,G,June,101,4.8,Lindsay Lohan,38998,Thomas Lennon,2005
70000000,Warner Bros.,USA,Rob Reiner,Comedy,43000262,Rumor Has It...,PG-13,December,97,5.5,Jennifer Aniston,43996,Ted Griffin,2005
56000000,Walt Disney Pictures,Canada,Adam Shankman,Action,113086868,The Pacifier,PG,March,95,5.6,Vin Diesel,72886,Thomas Lennon,2005
30000000,Twentieth Century Fox Film Corporation,USA,John Polson,Drama,51100486,Hide and Seek,R,January,101,5.9,Robert De Niro,73932,Ari Schlossberg,2005
1000000,"Australian Film Finance Corporation, The",Australia,Greg McLean,Horror,16188180,Wolf Creek,R,December,99,6.3,Nathan Phillips,59341,Greg McLean,2005
150000000,Walt Disney Pictures,USA,Mark Dindal,Animation,135386665,Chicken Little,G,November,81,5.8,Zach Braff,70253,Mark Dindal,2005
25000000,Columbia Pictures Corporation,USA,Catherine Hardwicke,Biography,11008432,Lords of Dogtown,PG-13,June,107,7.1,Heath Ledger,46416,Stacy Peralta,2005
22000000,Di Bonaventura Pictures,USA,Mikael Håfström,Crime,36024076,Derailed,R,November,108,6.6,Clive Owen,65085,Stuart Beattie,2005
43000000,Universal Pictures,USA,Iain Softley,Horror,47806295,The Skeleton Key,PG-13,August,104,6.5,Kate Hudson,93583,Ehren Kruger,2005
50000000,Columbia Pictures Corporation,USA,John Stockwell,Action,18472363,Into the Blue,PG-13,September,110,5.8,Paul Walker,66598,Matt Johnson,2005
60000000,John Wells Productions,UK,Andrzej Bartkowiak,Action,28031250,Doom,R,October,105,5.2,Karl Urban,92480,Dave Callaham,2005
7900000,BBC Films,UK,Ol Parker,Comedy,671240,Imagine Me & You,R,May,90,6.8,Piper Perabo,25074,Ol Parker,2005
0,EuropaCorp,France,Guy Ritchie,Action,75420,Revolver,R,November,111,6.5,Jason Statham,78882,Luc Besson,2005
32000000,EuropaCorp,France,Louis Leterrier,Action,43095600,Transporter 2,PG-13,September,87,6.3,Jason Statham,167685,Luc Besson,2005
15000000,Universal Pictures,Canada,George A. Romero,Horror,20700082,Tierra de los muertos,R,June,93,6.2,John Leguizamo,82522,George A. Romero,2005
0,Focus Features,UK,Fernando Meirelles,Drama,33579797,The Constant Gardener,R,August,129,7.5,Ralph Fiennes,117703,Jeffrey Caine,2005
7000000,Sony Pictures Classics,USA,Bennett Miller,Biography,28747570,Capote,R,February,114,7.4,Philip Seymour Hoffman,108050,Dan Futterman,2005
45000000,Universal Pictures,USA,Susan Stroman,Comedy,19377727,The Producers,PG-13,December,134,6.4,Nathan Lane,36654,Mel Brooks,2005
10000000,Focus Features,USA,Jim Jarmusch,Comedy,13744960,Broken Flowers,R,August,106,7.2,Bill Murray,86481,Jim Jarmusch,2005
130000000,Paramount Pictures,UK,Breck Eisner,Action,68671925,Sahara,PG-13,April,124,6,Matthew McConaughey,81514,Clive Cussler,2005
6500000,Room 9 Entertainment,USA,Jason Reitman,Comedy,24792061,Thank You for Smoking,R,April,92,7.6,Aaron Eckhart,198616,Jason Reitman,2005
50000000,Warner Bros.,USA,Stephen Gaghan,Drama,50824620,Syriana,R,December,128,7,George Clooney,114811,Stephen Gaghan,2005
