Budget,Company,Country,Director,Genre,Gross,Name,Rating,Released,Runtime,Score,Star,Votes,Writer,Year
2000000,Andrea Sperling Productions,USA,David Ayer,Action,3337931,Harsh Times,R,November,116,6.9,Christian Bale,57219,David Ayer,2005
50000000,Regency Enterprises,USA,Marc Forster,Drama,3626883,Stay,R,October,99,6.9,Ewan McGregor,65389,David Benioff,2005
17500000,The Weinstein Company,USA,Cory Edwards,Animation,51386611,Hoodwinked!,PG,January,80,6.5,Anne Hathaway,48853,Cory Edwards,2005
17000000,The Family Stone,USA,Thomas Bezucha,Comedy,60062868,The Family Stone,PG-13,December,103,6.3,Dermot Mulroney,52044,Thomas Bezucha,2005
29000000,Mandalay Pictures,Germany,John Maybury,Drama,6303762,Regresiones de un hombre muerto,R,March,103,7.1,Adrien Brody,98068,Tom Bleecker,2005
45000000,Paramount Pictures,USA,Raja Gosnell,Comedy,53412862,"Yours, Mine & Ours",PG,November,88,5.4,Dennis Quaid,23229,Ron Burch,2005
0,Walt Disney Pictures,USA,Tim Fywell,Comedy,24381334,Ice Princess,G,March,98,6,Michelle Trachtenberg,21228,Meg Cabot,2005
0,CJ Capital Investment,South Korea,Chan-wook Park,Crime,211667,Lady Vengeance,R,July,115,7.6,Yeong-ae Lee,58692,Seo-kyeong Jeong,2005
5500000,BET Pictures,USA,Darren Grant,Comedy,50633099,Diary of a Mad Black Woman,PG-13,February,100,5.7,Kimberly Elise,11095,Tyler Perry,2005
0,Les Films du Losange,France,Michael Haneke,Drama,3634407,Caché,R,February,117,7.3,Daniel Auteuil,58915,Michael Haneke,2005
20000000,Miramax,USA,John Madden,Drama,7524766,Proof,PG-13,October,100,6.8,Gwyneth Paltrow,38387,David Auburn,2005
50000000,DreamWorks,USA,Hideo Nakata,Horror,76231249,The Ring Two,PG-13,March,110,5.4,Naomi Watts,78527,Ehren Kruger,2005
0,Miramax,USA,Julian Jarrold,Comedy,1819454,Kinky Boots,PG-13,May,107,7.1,Chiwetel Ejiofor,15158,Geoff Deane,2005
2000000,UK Film Council,Australia,John Hillcoat,Crime,1900725,The Proposition,R,June,104,7.4,Ray Winstone,44941,Nick Cave,2005
50000000,New Line Cinema,France,Tony Scott,Action,10169202,Domino,R,October,127,6,Keira Knightley,59944,Richard Kelly,2005
84000000,New Line Cinema,USA,Lawrence Guterman,Comedy,17018422,Son of the Mask,PG,February,94,2.2,Jamie Kennedy,44519,Lance Khazei,2005
30000000,Touchstone Pictures,USA,Nigel Cole,Comedy,21835784,A Lot Like Love,PG-13,April,107,6.6,Ashton Kutcher,61081,Colin Patrick Lynch,2005
60000000,New Line Cinema,Germany,Robert Luketic,Comedy,82931301,Si te casas... te mato,PG-13,May,101,5.5,Jennifer Lopez,47280,Anya Kochoff,2005
30000000,Touchstone Pictures,USA,Walter Salles,Drama,25473352,Dark Water,PG-13,July,105,5.6,Jennifer Connelly,53073,Kôji Suzuki,2005
40000000,Cent Productions Inc.,USA,Jim Sheridan,Biography,30981850,Get Rich or Die Tryin',R,November,117,5.1,50 Cent,38564,Terence Winter,2005
30000000,Screen Gems,USA,Bruce Hunt,Adventure,15007991,The Cave,PG-13,August,97,5.1,Piper Perabo,30287,Michael Steinberg,2005
19300000,Recorded Picture Company (RPC),UK,Terry Gilliam,Drama,66453,Tideland,R,August,120,6.5,Jeff Bridges,28341,Tony Grisoni,2005
0,Conundrum Entertainment,USA,Barry W. Blaustein,Comedy,35424335,The Ringer,PG-13,December,94,5.8,Johnny Knoxville,32291,Ricky Blitt,2005
18000000,Revolution Studios,USA,Rupert Wainwright,Horror,29511112,The Fog,PG-13,October,100,3.6,Tom Welling,30834,Cooper Layne,2005
35000000,Warner Bros.,USA,Niki Caro,Drama,18324242,North Country,R,October,126,7.3,Charlize Theron,34660,Michael Seitzman,2005
25000000,OLC / Rights Entertainment,New Zealand,Roger Donaldson,Biography,5128124,The World's Fastest Indian,PG-13,March,127,7.8,Anthony Hopkins,46465,Roger Donaldson,2005
100000000,Columbia Pictures Corporation,USA,Dean Parisot,Comedy,110332737,Fun with Dick and Jane,PG-13,December,90,6.1,Jim Carrey,117210,Judd Apatow,2005
57000000,Paramount Pictures,USA,Cameron Crowe,Comedy,26838389,Elizabethtown,PG-13,October,123,6.4,Orlando Bloom,61111,Cameron Crowe,2005
7500000,Warner Independent Pictures (WIP),USA,George Clooney,Biography,31501218,"Good Night, and Good Luck.",PG,November,93,7.5,David Strathairn,86894,George Clooney,2005
8000000,Crunk Pictures,USA,Craig Brewer,Crime,22201636,Hustle & Flow,R,July,116,7.4,Terrence Howard,34921,Craig Brewer,2005
0,R.P. Productions,Czech Republic,Roman Polanski,Crime,1987287,Oliver Twist,PG-13,September,130,6.9,Barney Clark,27113,Charles Dickens,2005
22000000,Columbia Pictures Corporation,USA,Mike Bigelow,Comedy,22264487,Deuce Bigalow: European Gigolo,R,August,83,4.6,Rob Schneider,43334,Harris Goldberg,2005
85000000,Columbia Pictures Corporation,USA,Nora Ephron,Comedy,62252415,Bewitched,PG-13,June,102,4.8,Nicole Kidman,61436,Nora Ephron,2005
0,Fox 2000 Pictures,USA,Curtis Hanson,Comedy,32880591,In Her Shoes,PG-13,October,130,6.5,Toni Collette,54160,Jennifer Weiner,2005
30000000,Aardman Animations,UK,Steve Box,Animation,56110897,The Curse of the Were-Rabbit,G,October,85,7.5,Peter Sallis,105471,Steve Box,2005
3200000,Dimension Films,USA,John Gulager,Action,54556,Feast,R,January,95,6.4,Navi Rawat,26705,Marcus Dunstan,2005
20000000,AITD Productions,Canada,Uwe Boll,Action,5178569,Alone in the Dark,R,January,99,2.3,Christian Slater,38854,Elan Mastai,2005
0,HBO Films,USA,Mary Harron,Biography,1410778,The Notorious Bettie Page,R,May,100,6.6,Gretchen Mol,9362,Mary Harron,2005
15000000,EuropaCorp,France,Tommy Lee Jones,Adventure,5023275,Three Burials,R,February,121,7.4,Tommy Lee Jones,35479,Guillermo Arriaga,2005
0,Prime Film Productions LLC,USA,Ben Younger,Comedy,22827153,Prime,PG-13,October,105,6.2,Uma Thurman,36623,Ben Younger,2005
30000000,Miramax,USA,Lasse Hallström,Adventure,8586392,An Unfinished Life,PG-13,September,108,7,Jennifer Lopez,25594,Mark Spragg,2005
45000000,Castle Rock Entertainment,USA,John Pasquin,Action,48478006,Miss Congeniality 2: Armed and Fabulous,PG-13,March,115,5,Sandra Bullock,56280,Marc Lawrence,2005
45000000,EuropaCorp,France,Louis Leterrier,Action,24520892,Unleashed,R,May,103,7,Jet Li,89513,Luc Besson,2005
80000000,Universal Pictures,UK,Sydney Pollack,Crime,72708161,The Interpreter,PG-13,April,128,6.4,Nicole Kidman,89351,Martin Stellman,2005
32000000,Revolution Studios,USA,Brian Levant,Adventure,82674398,Are We There Yet?,PG,January,95,4.6,Ice Cube,24485,Steven Gary Banks,2005
38000000,Dimension Films,Germany,Wes Craven,Comedy,19297522,La marca de la bestia,PG-13,February,97,5,Christina Ricci,27364,Kevin Williamson,2005
30000000,Fox 2000 Pictures,USA,Bobby Farrelly,Comedy,42071069,Fever Pitch,PG-13,April,104,6.2,Drew Barrymore,37872,Lowell Ganz,2005
135000000,Columbia Pictures Corporation,USA,Rob Cohen,Action,32116746,Stealth,PG-13,July,121,5,Josh Lucas,47130,W.D. Richter,2005
0,Fairway Films,USA,Bill Paxton,Drama,15331289,The Greatest Game Ever Played,PG,September,120,7.5,Shia LaBeouf,23793,Mark Frost,2005
45000000,Universal Pictures,USA,Jesse Dylan,Comedy,52580895,Kicking & Screaming,PG,May,95,5.6,Will Ferrell,31788,Leo Benvenuti,2005
1500000,IFC Productions,USA,Rebecca Miller,Drama,712294,The Ballad of Jack and Rose,R,April,100,6.7,Daniel Day-Lewis,9875,Rebecca Miller,2005
900000,Andrea Sperling Productions,USA,Jamie Babbit,Crime,381186,The Quiet,R,August,96,6.4,Camilla Belle,13952,Abdi Nazemian,2005
0,Destination Films,UK,Hunter Richards,Drama,12667,London,R,February,92,6.6,Jessica Biel,20156,Hunter Richards,2005
20000000,Rogue Pictures,France,Jean-François Richet,Action,19976073,Assault on Precinct 13,R,January,109,6.3,Ethan Hawke,68103,John Carpenter,2005
0,United Artists,USA,John Turturro,Comedy,540085,Romance & Cigarettes,R,June,105,6.3,James Gandolfini,10438,John Turturro,2005
25000000,Serendipity Point Films,Canada,Atom Egoyan,Crime,871527,Where the Truth Lies,UNRATED,October,107,6.5,Kevin Bacon,15631,Atom Egoyan,2005
35000000,Columbia Pictures Corporation,USA,Kevin Rodney Sullivan,Comedy,68915888,Guess Who,PG-13,March,105,5.9,Ashton Kutcher,35503,William Rose,2005
25000000,Boll Kino Beteiligungs GmbH & Co. KG,Germany,Uwe Boll,Action,2405420,BloodRayne,R,January,95,2.9,Kristanna Loken,31478,Guinevere Turner,2005
20000000,Screen Gems,USA,Stephen Kay,Drama,46752382,Boogeyman,PG-13,February,89,4.1,Barry Watson,27378,Eric Kripke,2005
0,Movision,Canada,Sturla Gunnarsson,Action,66851,Beowulf & Grendel,R,March,103,5.9,Hringur Ingvarsson,16275,Anonymous,2005
14000000,Twentieth Century Fox Film Corporation,USA,Wayne Wang,Comedy,32645546,Because of Winn-Dixie,PG,February,106,6.4,AnnaSophia Robb,9001,Kate DiCamillo,2005
2500000,REN-Mar Studios,USA,Marcos Siega,Comedy,305688,Pretty Persuasion,R,June,100,6.6,Evan Rachel Wood,9036,Skander Halim,2005
10000000,Milkshake Films,USA,Danny Cannon,Drama,4280577,Goal! The Dream Begins,PG-13,May,118,6.7,Kuno Becker,53872,Mike Jefferies,2005
80000000,Miramax,USA,John Dahl,Action,10166502,The Great Raid,R,August,132,6.7,Benjamin Bratt,19340,William B. Breuer,2005
30000000,Warner Bros.,USA,Gary David Goldberg,Comedy,43894863,Must Love Dogs,PG-13,July,98,5.9,Diane Lane,27405,Claire Cook,2005
1000000,Rogue Pictures,USA,Jeff Wadlow,Drama,10047674,Cry_Wolf,PG-13,September,90,5.9,Julian Morris,23845,Jeff Wadlow,2005
0,Sahamongkolfilm Co.,Thailand,Prachya Pinkaew,Action,11905519,The Protector,R,September,83,7.1,Tony Jaa,31727,Napalee,2005
30000000,Paramount Pictures,USA,Richard Linklater,Comedy,32868349,Bad News Bears,PG-13,July,113,5.8,Billy Bob Thornton,18270,Bill Lancaster,2005
1000000,Belladonna Productions,USA,Duncan Tucker,Adventure,9015303,Transamerica,R,March,103,7.4,Felicity Huffman,37575,Duncan Tucker,2005
0,Metro-Goldwyn-Mayer (MGM),USA,Bille Woodruff,Comedy,36351350,Beauty Shop,PG-13,March,105,5.5,Queen Latifah,14248,Elizabeth Hunter,2005
0,M&M; Productions,Denmark,Anders Thomas Jensen,Comedy,1305,Adam's Apples,R,April,94,7.8,Ulrich Thomsen,38428,Anders Thomas Jensen,2005
33100000,Twentieth Century Fox Film Corporation,USA,Steve Carr,Comedy,16808336,Rebound,PG,July,86,5.1,Martin Lawrence,11109,William Wolff,2005
40000000,Revolution Studios,USA,Stephen Herek,Action,19699706,Man of the House,PG-13,February,100,5.4,Tommy Lee Jones,20682,John J. McLaughlin,2005
20000000,Universal Pictures,USA,D.J. Caruso,Drama,22862049,Two for the Money,R,October,122,6.2,Matthew McConaughey,38668,Dan Gilroy,2005
16000000,Tag Entertainment,USA,Steve Boyum,Action,3101301,Supercross,PG-13,August,80,4.1,Steve Howey,4076,Ken Solarz,2005
25000000,Universal Pictures,USA,Mark Rosman,Comedy,16247775,The Perfect Man,PG,June,100,5.5,Hilary Duff,24927,Michael McQuown,2005
7000000,Warner Independent Pictures (WIP),USA,Liev Schreiber,Comedy,1705595,Everything Is Illuminated,PG-13,October,106,7.5,Elijah Wood,52683,Jonathan Safran Foer,2005
30000000,Alcon Entertainment,USA,Frederik Du Chau,Adventure,49772522,Racing Stripes,PG,January,102,5.2,Frankie Muniz,13521,David Schmidt,2005
3500000,Comedy Central Films,USA,Paul Dinello,Comedy,2068323,Strangers with Candy,R,July,97,6.1,Amy Sedaris,7228,Stephen Colbert,2005
0,Dimension Films,USA,Jim Gillespie,Horror,881745,Venom,R,September,87,4.7,Agnes Bruckner,8454,Flint Dille,2005
0,EuropaCorp,France,Luc Besson,Comedy,202200,Angel-A,R,December,91,7.1,Rie Rasmussen,27839,Luc Besson,2005
1000000,Junebug Movie,USA,Phil Morrison,Comedy,2678691,Junebug,R,September,106,7,Embeth Davidtz,19828,Angus MacLachlan,2005
22000000,Paramount Pictures,USA,Gore Verbinski,Comedy,12482775,The Weather Man,R,October,102,6.6,Nicolas Cage,71722,Steve Conrad,2005
22000000,Nord-Ouest Productions,France,Christian Carion,Drama,1054361,Joyeux Noel,PG-13,May,116,7.8,Diane Kruger,23393,Christian Carion,2005
14200000,Zentropa Entertainments,Denmark,Lars von Trier,Drama,78378,Manderlay,NOT RATED,November,139,7.4,Bryce Dallas Howard,19714,Lars von Trier,2005
4000000,Bob Yari Productions,USA,Mike Mills,Comedy,1325073,Thumbsucker,R,October,96,6.6,Lou Taylor Pucci,19354,Walter Kirn,2005
0,Lions Gate Films,USA,Don Roos,Comedy,1311633,Happy Endings,R,July,128,6.5,Lisa Kudrow,8394,Don Roos,2005
80000000,Franchise Pictures,Czech Republic,Peter Hyams,Action,1891821,A Sound of Thunder,PG-13,September,102,4.2,Edward Burns,17129,Ray Bradbury,2005
10000000,Universal Pictures,UK,Geoffrey Sax,Drama,56386759,White Noise,PG-13,January,101,5.5,Michael Keaton,43523,Niall Johnson,2005
0,Pathé Pictures International,Ireland,Neil Jordan,Comedy,828699,Breakfast on Pluto,R,January,128,7.3,Cillian Murphy,18406,Neil Jordan,2005
0,Applause Bhansali Productions,India,Sanjay Leela Bhansali,Drama,733094,Black,NOT RATED,February,122,8.2,Amitabh Bachchan,27633,Sanjay Leela Bhansali,2005
30000000,Morgan Creek Productions,USA,Paul Schrader,Drama,251495,Dominion: Prequel to the Exorcist,R,May,117,5.3,Stellan Skarsgård,8626,William Wisher,2005
0,New Regency Pictures,USA,Mark Levin,Comedy,384924,Little Manhattan,PG,January,84,7.6,Josh Hutcherson,19906,Jennifer Flackett,2005
4000000,Destination Films,UK,Dave McKean,Adventure,864959,Mirrormask,PG,March,101,6.9,Stephanie Leonidas,20947,Neil Gaiman,2005
0,Touchstone Pictures,USA,Anand Tucker,Drama,10281585,Shopgirl,R,November,106,6.4,Steve Martin,21851,Steve Martin,2005
0,Cinefarm,Argentina,Ricardo de Montreuil,Drama,2804642,La mujer de mi hermano,R,April,100,6.2,Bárbara Mori,2725,María Eugenia Argomedo,2005
9000000,New Line Cinema,USA,Mike Binder,Comedy,18761993,The Upside of Anger,R,April,100,6.9,Joan Allen,19715,Mike Binder,2005
0,Green Diamond Entertainment,USA,David Kendall,Comedy,145450,Dirty Deeds,PG-13,August,87,5.9,Milo Ventimiglia,7723,Jon Land,2005
169000,Summit Entertainment,UK,Niall Johnson,Comedy,1618957,Keeping Mum,R,October,99,6.8,Rowan Atkinson,29722,Richard Russo,2005
14000000,Allan Zeman Productions,UK,Courtney Solomon,Horror,16298046,An American Haunting,PG-13,May,83,5,Donald Sutherland,22973,Brent Monahan,2005
2000000,IFC Films,USA,Miranda July,Comedy,3885134,Me and You and Everyone We Know,R,August,91,7.3,John Hawkes,32369,Miranda July,2005
3800000,Manitoba Film and Video Production Tax Credit,USA,Jeremy Haft,Horror,167723,Tamara,R,February,98,5.2,Jenna Dewan Tatum,8649,Jeffrey Reddick,2005
20000000,Pathé Pictures,UK,Stephen Frears,Comedy,11034436,Mrs Henderson Presents,R,February,103,7.1,Judi Dench,14000,David Rose,2005
0,Media 8 Entertainment,USA,Randal Kleiser,Adventure,478070,Lovewrecked,PG-13,August,87,4.9,Amanda Bynes,12473,Stephen Langford,2005
32000000,DreamWorks,USA,John Gatins,Drama,32701088,Dreamer: Inspired by a True Story,PG,October,106,6.9,Kurt Russell,10608,John Gatins,2005
16000000,Merchant Ivory Productions,UK,James Ivory,Drama,1666262,The White Countess,PG-13,June,135,6.7,Ralph Fiennes,5569,Kazuo Ishiguro,2005
0,HBO Films,USA,Gus Van Sant,Biography,454711,Last Days,R,May,97,5.8,Michael Pitt,19666,Gus Van Sant,2005
1000000,Blackwater Films,USA,Alexander Bulkley,Crime,44785,The Zodiac,R,August,97,5.4,Justin Chambers,6464,Alexander Bulkley,2005
0,Aura Films,Argentina,Fabián Bielinsky,Crime,56103,The Aura,UNRATED,June,134,7.3,Ricardo Darín,11477,Fabián Bielinsky,2005
0,Paramount Classics,UK,David Mackenzie,Drama,374903,Asylum,R,September,99,6.1,Natasha Richardson,4365,Patrick McGrath,2005
35000000,Vanguard Animation,UK,Gary Chapman,Animation,19447478,Valiant,G,August,76,5.6,Ewan McGregor,17195,George Webster,2005
3000000,The UK Film & TV Production Company PLC,UK,Gavin Hood,Crime,2912363,Tsotsi,R,March,94,7.3,Presley Chweneyagae,25853,Gavin Hood,2005
0,Fidélité Productions,France,François Ozon,Drama,117581,Time to Leave,UNRATED,April,81,7.1,Melvil Poupaud,7609,François Ozon,2005
6800000,El Camino Pictures,USA,Arie Posin,Comedy,49526,The Chumscrubber,R,October,108,7,Jamie Bell,16769,Arie Posin,2005
0,State Street Pictures,USA,Malcolm D. Lee,Comedy,17378977,Roll Bounce,PG-13,September,112,6,Shad Moss,5848,Norman Vance Jr.,2005
10000000,Stratus Film Co.,Ireland,Richard Shepard,Comedy,12594698,The Matador,R,January,96,6.8,Pierce Brosnan,41498,Richard Shepard,2005
33000000,New Line Cinema,Germany,Les Mayfield,Action,8326035,The Man,PG-13,September,83,5.5,Samuel L. Jackson,22713,Jim Piddock,2005
0,Les Films de la Strada,France,Géla Babluani,Crime,121390,13 Tzameti,NOT RATED,February,93,7.4,George Babluani,15418,Géla Babluani,2005
7500000,Lions Gate Films,USA,Brett Leonard,Action,143615,Man-Thing,R,April,105,4,Jack Thompson,5119,Steve Gerber,2005
3500000,Stratus Film Co.,USA,Adam Rapp,Comedy,101228,Winter Passing,R,June,100,6.4,Ed Harris,7539,Adam Rapp,2005
0,Teton Films,USA,Lee Daniels,Action,370627,Shadowboxer,R,July,93,5.6,Cuba Gooding Jr.,6165,Will Rokos,2005
2500000,Shoreline Entertainment,USA,Randall Miller,Comedy,247141,Marilyn Hotchkiss' Ballroom Dancing & Charm School,PG-13,January,100,6.6,Robert Carlyle,2382,Randall Miller,2005
0,Broth Film,Germany,Marc Rothemund,Biography,676167,Sophie Scholl: The Final Days,NOT RATED,October,120,7.7,Julia Jentsch,23519,Fred Breinersdorfer,2005
0,Augustus Film,Palestine,Hany Abu-Assad,Crime,1452402,Paradise Now,PG-13,November,90,7.5,Kais Nashif,20477,Hany Abu-Assad,2005
12500000,Lunar Films,France,Cédric Klapisch,Comedy,323331,Russian Dolls,UNRATED,June,125,7,Romain Duris,17470,Cédric Klapisch,2005
0,Les Films du Fleuve,Belgium,Jean-Pierre Dardenne,Crime,651234,L'enfant,R,September,95,7.5,Jérémie Renier,15410,Jean-Pierre Dardenne,2005
0,Big Screen Entertainment Group,USA,John Asher,Comedy,58116,Dirty Love,R,May,91,3.5,Jenny McCarthy,6228,Jenny McCarthy,2005
500000,Mandragora,Romania,Cristi Puiu,Drama,79943,The Death of Mr. Lazarescu,R,September,153,8,Doru Ana,11161,Cristi Puiu,2005
40000000,Touchstone Pictures,USA,Christopher Nolan,Drama,53089891,The Prestige,PG-13,October,130,8.5,Christian Bale,943597,Jonathan Nolan,2006
90000000,Warner Bros.,USA,Martin Scorsese,Crime,132384315,The Departed,R,October,151,8.5,Leonardo DiCaprio,962185,William Monahan,2006
0,Estudios Picasso,Spain,Guillermo del Toro,Drama,37634615,Pan's Labyrinth,R,January,118,8.2,Ivana Baquero,511652,Guillermo del Toro,2006
65000000,Warner Bros.,USA,Zack Snyder,Action,210614939,300,R,March,117,7.7,Gerard Butler,648211,Zack Snyder,2006
225000000,Walt Disney Pictures,USA,Gore Verbinski,Action,423315812,Pirates of the Caribbean: Dead Man's Chest,PG-13,July,151,7.3,Johnny Depp,567704,Ted Elliott,2006
35000000,Warner Bros.,USA,Darren Aronofsky,Drama,10144010,The Fountain,PG-13,November,96,7.3,Hugh Jackman,203187,Darren Aronofsky,2006
76000000,Universal Pictures,USA,Alfonso Cuarón,Drama,35552383,Children of Men,R,January,109,7.9,Julianne Moore,391981,Alfonso Cuarón,2006
150000000,Columbia Pictures,UK,Martin Campbell,Action,167445960,Casino Royale,PG-13,November,144,8,Daniel Craig,503887,Neal Purvis,2006
40000000,Icon Entertainment International,USA,Mel Gibson,Action,50866635,Apocalypto,R,December,139,7.8,Gerardo Taracena,252584,Mel Gibson,2006
35000000,Fox 2000 Pictures,USA,David Frankel,Comedy,124740460,The Devil Wears Prada,PG-13,June,109,6.8,Anne Hathaway,308388,Aline Brosh McKenna,2006
2000000,Wiedemann & Berg Filmproduktion,Germany,Florian Henckel von Donnersmarck,Drama,11286112,The Lives of Others,R,March,137,8.5,Ulrich Mühe,285724,Florian Henckel von Donnersmarck,2006
120000000,Pixar Animation Studios,USA,John Lasseter,Animation,244082982,Cars,G,June,117,7.1,Owen Wilson,292006,John Lasseter,2006
0,Twentieth Century Fox Film Corporation,USA,Mike Judge,Adventure,438653,Idiocracy,R,January,84,6.6,Luke Wilson,118217,Mike Judge,2006
50000000,Silent Hill DCP Inc.,Canada,Christophe Gans,Adventure,46982632,Terror en Silent Hill,R,April,125,6.6,Radha Mitchell,189068,Roger Avary,2006
55000000,Columbia Pictures Corporation,USA,Gabriele Muccino,Biography,163566459,The Pursuit of Happyness,PG-13,December,117,8,Will Smith,369367,Steve Conrad,2006
8000000,Fox Searchlight Pictures,USA,Jonathan Dayton,Comedy,59891098,Little Miss Sunshine,R,August,101,7.8,Steve Carell,381001,Michael Arndt,2006
0,Kaltenbach Pictures,Germany,Jessica Bendinger,Comedy,26870825,Pisando firme,PG-13,April,103,6.4,Missy Peregrym,23787,Jessica Bendinger,2006
700000,Hunting Lane Films,USA,Ryan Fleck,Drama,2694973,Half Nelson,R,September,106,7.2,Ryan Gosling,75238,Ryan Fleck,2006
